Selected Data: Najwyzszy
t	Yt	Ft	St	Yt*	|Yt-Yt*|	Yt-Yt*	(Yt-Yt*)^2
---------------------------------------------------------------
133 	4.28 	4.28 	0.00 	4.27 	0.01 	0.01 	0.00 	
134 	4.26 	4.27 	-0.00 	4.28 	0.02 	-0.02 	0.00 	
135 	4.26 	4.26 	-0.00 	4.27 	0.01 	-0.01 	0.00 	
136 	4.27 	4.26 	-0.00 	4.26 	0.01 	0.01 	0.00 	
137 	4.28 	4.27 	0.00 	4.26 	0.02 	0.02 	0.00 	
138 	4.30 	4.29 	0.01 	4.27 	0.03 	0.03 	0.00 	
139 	4.30 	4.30 	0.01 	4.30 	0.00 	0.00 	0.00 	
140 	4.30 	4.30 	0.01 	4.31 	0.01 	-0.01 	0.00 	
141 	4.30 	4.30 	0.00 	4.31 	0.01 	-0.01 	0.00 	
142 	4.30 	4.30 	0.00 	4.31 	0.01 	-0.01 	0.00 	
143 	4.31 	4.31 	0.00 	4.30 	0.00 	0.00 	0.00 	
144 	4.30 	4.31 	0.00 	4.31 	0.01 	-0.01 	0.00 	
145 	4.31 	4.31 	0.00 	4.31 	0.00 	0.00 	0.00 	
146 	4.31 	4.31 	0.00 	4.31 	0.00 	-0.00 	0.00 	
147 	4.30 	4.31 	0.00 	4.31 	0.01 	-0.01 	0.00 	
148 	4.33 	4.32 	0.00 	4.31 	0.02 	0.02 	0.00 	
149 	4.37 	4.35 	0.01 	4.32 	0.05 	0.05 	0.00 	
150 	4.43 	4.39 	0.03 	4.36 	0.06 	0.06 	0.00 	
151 	4.42 	4.42 	0.03 	4.42 	0.01 	-0.01 	0.00 	
152 	4.41 	4.43 	0.02 	4.44 	0.03 	-0.03 	0.00 	
153 	4.40 	4.43 	0.01 	4.45 	0.04 	-0.04 	0.00 	
154 	4.41 	4.42 	0.01 	4.44 	0.02 	-0.02 	0.00 	
155 	4.39 	4.41 	-0.00 	4.43 	0.04 	-0.04 	0.00 	
156 	4.41 	4.41 	-0.00 	4.41 	0.00 	-0.00 	0.00 	
157 	4.41 	4.41 	-0.00 	4.41 	0.00 	0.00 	0.00 	
158 	4.43 	4.42 	0.00 	4.40 	0.03 	0.03 	0.00 	
159 	4.44 	4.43 	0.01 	4.42 	0.02 	0.02 	0.00 	
160 	4.43 	4.43 	0.01 	4.43 	0.00 	-0.00 	0.00 	
161 	4.43 	4.44 	0.00 	4.44 	0.01 	-0.01 	0.00 	
162 	4.43 	4.44 	0.00 	4.44 	0.01 	-0.01 	0.00 	
163 	4.44 	4.44 	0.00 	4.44 	0.00 	-0.00 	0.00 	
164 	4.42 	4.43 	-0.00 	4.44 	0.02 	-0.02 	0.00 	
165 	4.39 	4.41 	-0.01 	4.43 	0.04 	-0.04 	0.00 	
166 	4.37 	4.39 	-0.01 	4.40 	0.03 	-0.03 	0.00 	
167 	4.40 	4.39 	-0.01 	4.37 	0.03 	0.03 	0.00 	
168 	4.42 	4.40 	-0.00 	4.38 	0.04 	0.04 	0.00 	
169 	4.43 	4.41 	0.01 	4.40 	0.03 	0.03 	0.00 	
170 	4.45 	4.43 	0.01 	4.42 	0.03 	0.03 	0.00 	
171 	4.46 	4.45 	0.01 	4.44 	0.01 	0.01 	0.00 	
172 	4.43 	4.45 	0.01 	4.46 	0.04 	-0.04 	0.00 	
173 	4.42 	4.44 	0.00 	4.45 	0.03 	-0.03 	0.00 	
174 	4.41 	4.43 	-0.00 	4.44 	0.02 	-0.02 	0.00 	
175 	4.40 	4.41 	-0.01 	4.42 	0.02 	-0.02 	0.00 	
176 	4.40 	4.40 	-0.01 	4.40 	0.00 	-0.00 	0.00 	
177 	4.40 	4.40 	-0.01 	4.39 	0.01 	0.01 	0.00 	
178 	4.40 	4.39 	-0.01 	4.39 	0.01 	0.01 	0.00 	
179 	4.40 	4.40 	-0.00 	4.39 	0.02 	0.02 	0.00 	
180 	4.40 	4.39 	-0.00 	4.39 	0.00 	0.00 	0.00 	
181 	4.36 	4.38 	-0.01 	4.39 	0.03 	-0.03 	0.00 	
182 	4.36 	4.36 	-0.01 	4.37 	0.01 	-0.01 	0.00 	
183 	4.34 	4.35 	-0.01 	4.35 	0.01 	-0.01 	0.00 	
184 	4.38 	4.36 	-0.00 	4.33 	0.05 	0.05 	0.00 	
185 	4.42 	4.38 	0.01 	4.35 	0.07 	0.07 	0.00 	
186 	4.44 	4.42 	0.02 	4.39 	0.05 	0.05 	0.00 	
187 	4.44 	4.44 	0.02 	4.44 	0.00 	-0.00 	0.00 	
188 	4.46 	4.46 	0.02 	4.46 	0.00 	0.00 	0.00 	
189 	4.45 	4.46 	0.01 	4.48 	0.03 	-0.03 	0.00 	
190 	4.42 	4.45 	0.00 	4.48 	0.05 	-0.05 	0.00 	
191 	4.43 	4.44 	-0.00 	4.45 	0.02 	-0.02 	0.00 	
192 	4.41 	4.42 	-0.01 	4.44 	0.03 	-0.03 	0.00 	
193 	4.39 	4.40 	-0.01 	4.41 	0.03 	-0.03 	0.00 	
194 	4.53 	4.46 	0.02 	4.39 	0.14 	0.14 	0.02 	
195 	4.47 	4.47 	0.01 	4.47 	0.00 	-0.00 	0.00 	
196 	4.47 	4.48 	0.01 	4.49 	0.01 	-0.01 	0.00 	
197 	4.44 	4.46 	0.00 	4.49 	0.05 	-0.05 	0.00 	
198 	4.44 	4.45 	-0.00 	4.46 	0.02 	-0.02 	0.00 	
199 	4.42 	4.43 	-0.01 	4.45 	0.03 	-0.03 	0.00 	
200 	4.44 	4.43 	-0.01 	4.42 	0.02 	0.02 	0.00 	
201 	4.46 	4.44 	-0.00 	4.42 	0.03 	0.03 	0.00 	
202 	4.46 	4.45 	0.00 	4.44 	0.02 	0.02 	0.00 	
203 	4.45 	4.45 	0.00 	4.45 	0.00 	-0.00 	0.00 	
204 	4.44 	4.44 	-0.00 	4.45 	0.01 	-0.01 	0.00 	
205 	4.43 	4.44 	-0.00 	4.44 	0.01 	-0.01 	0.00 	
206 	4.43 	4.43 	-0.00 	4.44 	0.01 	-0.01 	0.00 	
207 	4.42 	4.42 	-0.01 	4.43 	0.01 	-0.01 	0.00 	
208 	4.42 	4.42 	-0.01 	4.42 	0.00 	0.00 	0.00 	
209 	4.42 	4.41 	-0.00 	4.41 	0.01 	0.01 	0.00 	
210 	4.42 	4.42 	-0.00 	4.41 	0.01 	0.01 	0.00 	
211 	4.39 	4.40 	-0.01 	4.41 	0.02 	-0.02 	0.00 	
212 	4.38 	4.39 	-0.01 	4.40 	0.01 	-0.01 	0.00 	
213 	4.37 	4.38 	-0.01 	4.38 	0.01 	-0.01 	0.00 	
214 	4.37 	4.37 	-0.01 	4.37 	0.00 	0.00 	0.00 	
215 	4.37 	4.36 	-0.01 	4.36 	0.01 	0.01 	0.00 	
216 	4.37 	4.36 	-0.00 	4.35 	0.02 	0.02 	0.00 	
217 	4.38 	4.37 	-0.00 	4.36 	0.02 	0.02 	0.00 	
218 	4.38 	4.38 	0.00 	4.37 	0.01 	0.01 	0.00 	
219 	4.38 	4.38 	0.00 	4.38 	0.00 	-0.00 	0.00 	
220 	4.36 	4.37 	-0.00 	4.38 	0.02 	-0.02 	0.00 	
221 	4.36 	4.37 	-0.00 	4.37 	0.01 	-0.01 	0.00 	
222 	4.33 	4.35 	-0.01 	4.36 	0.04 	-0.04 	0.00 	
223 	4.30 	4.32 	-0.02 	4.34 	0.03 	-0.03 	0.00 	
224 	4.30 	4.30 	-0.02 	4.30 	0.00 	-0.00 	0.00 	
225 	4.29 	4.29 	-0.02 	4.28 	0.01 	0.01 	0.00 	
226 	4.27 	4.27 	-0.02 	4.27 	0.00 	0.00 	0.00 	
227 	4.27 	4.26 	-0.01 	4.26 	0.01 	0.01 	0.00 	
228 	4.27 	4.26 	-0.01 	4.25 	0.02 	0.02 	0.00 	
229 	4.27 	4.26 	-0.00 	4.25 	0.02 	0.02 	0.00 	
230 	4.28 	4.27 	-0.00 	4.26 	0.02 	0.02 	0.00 	
231 	4.28 	4.27 	0.00 	4.27 	0.01 	0.01 	0.00 	
232 	4.30 	4.29 	0.01 	4.28 	0.03 	0.03 	0.00 	
233 	4.30 	4.30 	0.01 	4.30 	0.00 	0.00 	0.00 	
234 	4.32 	4.31 	0.01 	4.31 	0.01 	0.01 	0.00 	
235 	4.32 	4.32 	0.01 	4.32 	0.01 	-0.01 	0.00 	
236 	4.31 	4.32 	0.01 	4.33 	0.01 	-0.01 	0.00 	
237 	4.31 	4.32 	0.00 	4.33 	0.01 	-0.01 	0.00 	
238 	4.34 	4.33 	0.01 	4.32 	0.01 	0.01 	0.00 	
239 	4.34 	4.34 	0.01 	4.34 	0.00 	0.00 	0.00 	
240 	4.35 	4.34 	0.01 	4.34 	0.01 	0.01 	0.00 	
241 	4.37 	4.36 	0.01 	4.35 	0.01 	0.01 	0.00 	
242 	4.37 	4.37 	0.01 	4.37 	0.00 	0.00 	0.00 	
243 	4.38 	4.38 	0.01 	4.38 	0.00 	-0.00 	0.00 	
244 	4.40 	4.40 	0.01 	4.39 	0.02 	0.02 	0.00 	
245 	4.37 	4.39 	0.01 	4.41 	0.04 	-0.04 	0.00 	
246 	4.35 	4.37 	-0.00 	4.40 	0.05 	-0.05 	0.00 	
247 	4.34 	4.35 	-0.01 	4.37 	0.03 	-0.03 	0.00 	
248 	4.33 	4.33 	-0.01 	4.34 	0.01 	-0.01 	0.00 	
249 	4.35 	4.33 	-0.01 	4.32 	0.02 	0.02 	0.00 	
250 	4.36 	4.34 	-0.00 	4.33 	0.03 	0.03 	0.00 	
251 	4.36 	4.35 	0.00 	4.34 	0.02 	0.02 	0.00 	
252 	4.36 	4.35 	0.00 	4.35 	0.00 	0.00 	0.00 	
253 	4.34 	4.35 	-0.00 	4.36 	0.01 	-0.01 	0.00 	
254 	4.33 	4.34 	-0.00 	4.35 	0.02 	-0.02 	0.00 	
255 	4.31 	4.33 	-0.01 	4.34 	0.02 	-0.02 	0.00 	
256 	4.31 	4.31 	-0.01 	4.32 	0.01 	-0.01 	0.00 	
257 	4.31 	4.31 	-0.01 	4.30 	0.00 	0.00 	0.00 	
258 	4.29 	4.29 	-0.01 	4.30 	0.00 	-0.00 	0.00 	
259 	4.31 	4.30 	-0.01 	4.28 	0.02 	0.02 	0.00 	
260 	4.31 	4.30 	-0.00 	4.29 	0.02 	0.02 	0.00 	
261 	4.30 	4.30 	-0.00 	4.30 	0.00 	-0.00 	0.00 	
262 	4.30 	4.30 	-0.00 	4.30 	0.00 	0.00 	0.00 	
263 	4.31 	4.31 	0.00 	4.30 	0.01 	0.01 	0.00 	
264 	4.32 	4.31 	0.00 	4.31 	0.01 	0.01 	0.00 	
265 	4.30 	4.31 	0.00 	4.32 	0.01 	-0.01 	0.00 	
266 	4.31 	4.31 	0.00 	4.31 	0.00 	0.00 	0.00 	
267 	4.32 	4.31 	0.00 	4.31 	0.00 	0.00 	0.00 	
268 	4.30 	4.31 	-0.00 	4.32 	0.01 	-0.01 	0.00 	
269 	4.29 	4.30 	-0.00 	4.31 	0.02 	-0.02 	0.00 	
270 	4.29 	4.29 	-0.01 	4.30 	0.01 	-0.01 	0.00 	
271 	4.29 	4.29 	-0.01 	4.29 	0.00 	0.00 	0.00 	
272 	4.31 	4.30 	-0.00 	4.28 	0.03 	0.03 	0.00 	
273 	4.31 	4.30 	0.00 	4.30 	0.02 	0.02 	0.00 	
274 	4.31 	4.31 	0.00 	4.31 	0.00 	0.00 	0.00 	
275 	4.34 	4.33 	0.01 	4.31 	0.02 	0.02 	0.00 	
276 	4.32 	4.33 	0.01 	4.33 	0.01 	-0.01 	0.00 	
277 	4.32 	4.33 	0.00 	4.34 	0.01 	-0.01 	0.00 	
278 	4.33 	4.33 	0.00 	4.34 	0.00 	-0.00 	0.00 	
279 	4.33 	4.34 	0.00 	4.34 	0.01 	-0.01 	0.00 	
280 	4.33 	4.34 	0.00 	4.34 	0.01 	-0.01 	0.00 	
281 	4.32 	4.33 	-0.00 	4.34 	0.02 	-0.02 	0.00 	
282 	4.33 	4.33 	-0.00 	4.33 	0.00 	0.00 	0.00 	
283 	4.35 	4.34 	0.00 	4.33 	0.01 	0.01 	0.00 	
284 	4.34 	4.34 	0.00 	4.34 	0.00 	0.00 	0.00 	
285 	4.34 	4.34 	0.00 	4.34 	0.01 	-0.01 	0.00 	
286 	4.32 	4.33 	-0.00 	4.34 	0.03 	-0.03 	0.00 	
287 	4.34 	4.33 	-0.00 	4.32 	0.01 	0.01 	0.00 	
288 	4.33 	4.33 	-0.00 	4.33 	0.00 	0.00 	0.00 	
289 	4.33 	4.33 	-0.00 	4.33 	0.00 	0.00 	0.00 	
290 	4.34 	4.33 	0.00 	4.33 	0.01 	0.01 	0.00 	
291 	4.34 	4.33 	0.00 	4.33 	0.00 	0.00 	0.00 	
292 	4.36 	4.35 	0.01 	4.34 	0.02 	0.02 	0.00 	
293 	4.38 	4.37 	0.01 	4.35 	0.03 	0.03 	0.00 	
294 	4.45 	4.41 	0.03 	4.38 	0.07 	0.07 	0.00 	
295 	4.44 	4.44 	0.02 	4.44 	0.00 	-0.00 	0.00 	
296 	4.44 	4.45 	0.02 	4.46 	0.03 	-0.03 	0.00 	
297 	4.46 	4.47 	0.02 	4.47 	0.01 	-0.01 	0.00 	
298 	4.46 	4.47 	0.01 	4.48 	0.02 	-0.02 	0.00 	
299 	4.46 	4.47 	0.01 	4.48 	0.03 	-0.03 	0.00 	
300 	4.44 	4.46 	0.00 	4.48 	0.04 	-0.04 	0.00 	
301 	4.43 	4.45 	-0.01 	4.46 	0.03 	-0.03 	0.00 	
302 	4.44 	4.44 	-0.01 	4.44 	0.00 	-0.00 	0.00 	
303 	4.44 	4.44 	-0.01 	4.43 	0.00 	0.00 	0.00 	
304 	4.43 	4.43 	-0.01 	4.43 	0.00 	-0.00 	0.00 	
305 	4.43 	4.43 	-0.00 	4.42 	0.01 	0.01 	0.00 	
306 	4.44 	4.43 	-0.00 	4.42 	0.02 	0.02 	0.00 	
307 	4.46 	4.44 	0.00 	4.43 	0.03 	0.03 	0.00 	
308 	4.49 	4.47 	0.01 	4.45 	0.04 	0.04 	0.00 	
309 	4.50 	4.49 	0.02 	4.48 	0.01 	0.01 	0.00 	
310 	4.51 	4.51 	0.02 	4.51 	0.00 	0.00 	0.00 	
311 	4.51 	4.51 	0.01 	4.52 	0.02 	-0.02 	0.00 	
312 	4.47 	4.50 	0.00 	4.53 	0.06 	-0.06 	0.00 	
313 	4.48 	4.49 	-0.00 	4.50 	0.02 	-0.02 	0.00 	
314 	4.46 	4.47 	-0.01 	4.48 	0.02 	-0.02 	0.00 	
